"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"I172089795","03201","Property Lost","PROPERTY - LOST","B3",476,NA,2017-10-27 11:00:00,2017,10,"Friday",11,"Part Three","BLUE HILL AVE",42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
"I172089783","00301","Robbery","ROBBERY - STREET","E18",520,NA,2017-10-27 12:03:00,2017,10,"Friday",12,"Part One","HYDE PARK AVE",42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
"I172089782","00301","Robbery","ROBBERY - STREET","B3",430,NA,2017-10-27 12:25:00,2017,10,"Friday",12,"Part One","ASHTON ST",42.28514626,-71.0899961,"(42.28514626, -71.08999610)"
"I172089746","03201","Property Lost","PROPERTY - LOST","A1",167,NA,2017-10-27 10:32:00,2017,10,"Friday",10,"Part Three","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
"I172089714","03201","Property Lost","PROPERTY - LOST","D4",149,NA,2017-10-27 09:01:00,2017,10,"Friday",9,"Part Three","COLUMBUS AVE",42.34457,-71.076862,"(42.34457000, -71.07686200)"
"I172089709","03201","Property Lost","PROPERTY - LOST","B3",922,NA,2017-10-27 07:44:00,2017,10,"Friday",7,"Part Three","DR. MARY MOORE BEATTY CIR",42.27308641,-71.080129,"(42.27308641, -71.08012900)"
"I172089704","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-10-27 08:25:00,2017,10,"Friday",8,"Part Three","ALBANY ST",NA,NA,"(0.00000000, 0.00000000)"
"I172089692","03201","Property Lost","PROPERTY - LOST","D4",NA,NA,2017-10-27 02:20:00,2017,10,"Friday",2,"Part Three","JERSEY ST",NA,NA,"(0.00000000, 0.00000000)"
"I172089626","00381","Robbery","ROBBERY - CAR JACKING","C11",356,NA,2017-10-26 19:03:00,2017,10,"Thursday",19,"Part One","FREEMAN ST",42.2997787,-71.06252889,"(42.29977870, -71.06252889)"
"I172089578","03201","Property Lost","PROPERTY - LOST","A15",900,NA,2017-10-25 17:33:00,2017,10,"Wednesday",17,"Part Three","POLK ST",42.37912706,-71.06122663,"(42.37912706, -71.06122663)"
"I172089554","00301","Robbery","ROBBERY - STREET","C6",186,NA,2017-10-26 14:41:00,2017,10,"Thursday",14,"Part One","BOSTON ST",42.32332362,-71.06044008,"(42.32332362, -71.06044008)"
"I172089548","03201","Property Lost","PROPERTY - LOST","E13",510,NA,2017-10-26 06:30:00,2017,10,"Thursday",6,"Part Three","HYDE PARK AVE",42.29993437,-71.11355693,"(42.29993437, -71.11355693)"
"I172089536","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-10-12 17:30:00,2017,10,"Thursday",17,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"I172089523","00301","Robbery","ROBBERY - STREET","C6",193,NA,2017-10-26 14:17:00,2017,10,"Thursday",14,"Part One","DORCHESTER ST",42.33078637,-71.0544113,"(42.33078637, -71.05441130)"
"I172089436","03208","Property Lost","PROPERTY - MISSING","B3",565,NA,2017-10-19 11:30:00,2017,10,"Thursday",11,"Part Three","OSPREY WAY",42.2920332,-71.093993,"(42.29203320, -71.09399300)"
"I172089417","03201","Property Lost","PROPERTY - LOST","C11",247,NA,2017-10-25 21:30:00,2017,10,"Wednesday",21,"Part Three","DORCHESTER AVE",42.31322413,-71.05715277,"(42.31322413, -71.05715277)"
"I172089401","00301","Robbery","ROBBERY - STREET","E13",307,NA,2017-10-26 04:37:00,2017,10,"Thursday",4,"Part One","WESTMINSTER AVE",42.31558613,-71.09399361,"(42.31558613, -71.09399361)"
"I172089386","02010","HOME INVASION","HOME INVASION","E18",519,NA,2017-10-26 02:33:40,2017,10,"Thursday",2,NA,"HYDE PARK AVE",42.25965676,-71.12319665,"(42.25965676, -71.12319665)"
"I172089382","00301","Robbery","ROBBERY - STREET","B2",311,NA,2017-10-26 00:42:00,2017,10,"Thursday",0,"Part One","BLUE HILL AVE",42.31709355,-71.07802977,"(42.31709355, -71.07802977)"
"I172089356","00301","Robbery","ROBBERY - STREET","D4",138,NA,2017-10-25 22:57:00,2017,10,"Wednesday",22,"Part One","BOYLSTON ST",42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
"I172089347","00301","Robbery","ROBBERY - STREET","E18",556,NA,2017-10-25 22:08:00,2017,10,"Wednesday",22,"Part One","CANTERBURY ST",42.2780461,-71.12257569,"(42.27804610, -71.12257569)"
