"INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location"
"I172048989","00311","Robbery","ROBBERY - COMMERCIAL","C11",363,NA,2017-06-19 11:17:00,2017,6,"Monday",11,"Part One","DORCHESTER AVE",42.2938387,-71.06202501,"(42.29383870, -71.06202501)"
"I172048986","03201","Property Lost","PROPERTY - LOST","E5",706,NA,2017-06-16 11:00:00,2017,6,"Friday",11,"Part Three","WASHINGTON ST",42.2709644,-71.14625121,"(42.27096440, -71.14625121)"
"I172048980","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-06-12 11:30:00,2017,6,"Monday",11,"Part Three","FANEUIL HALL MARKETPLACE",42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
"I172048954","03201","Property Lost","PROPERTY - LOST","A15",105,NA,2017-06-18 20:40:00,2017,6,"Sunday",20,"Part Three","SUMMER ST",42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
"I172048928","00301","Robbery","ROBBERY - STREET","A1",121,NA,2017-06-19 02:33:00,2017,6,"Monday",2,"Part One","WARRENTON ST",42.35002128,-71.06595675,"(42.35002128, -71.06595675)"
"I172048925","00301","Robbery","ROBBERY - STREET","A1",102,NA,2017-06-19 02:33:00,2017,6,"Monday",2,"Part One","PARK ST",42.3569695,-71.06249529,"(42.35696950, -71.06249529)"
"I172048850","03201","Property Lost","PROPERTY - LOST","B2",276,NA,2017-06-18 20:02:00,2017,6,"Sunday",20,"Part Three","ALLSTATE RD",42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
"I172048844","03208","Property Lost","PROPERTY - MISSING","B3",439,NA,2017-06-16 20:00:00,2017,6,"Friday",20,"Part Three","FLOYD ST",42.28952852,-71.08851422,"(42.28952852, -71.08851422)"
"I172048825","00301","Robbery","ROBBERY - STREET","A1",NA,NA,2017-06-18 17:48:00,2017,6,"Sunday",17,"Part One","BROMFIELD ST",NA,NA,"(0.00000000, 0.00000000)"
"I172048816","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-05-31 17:00:00,2017,5,"Wednesday",17,"Part Three",NA,42.35547514,-71.06051814,"(42.35547514, -71.06051814)"
"I172048809","00301","Robbery","ROBBERY - STREET","A1",111,NA,2017-06-18 17:00:00,2017,6,"Sunday",17,"Part One","TEMPLE PL",42.35478783,-71.06123562,"(42.35478783, -71.06123562)"
"I172048797","03201","Property Lost","PROPERTY - LOST","C11",333,NA,2017-06-14 13:00:00,2017,6,"Wednesday",13,"Part Three","QUINCY ST",42.31117871,-71.0698159,"(42.31117871, -71.06981590)"
"I172048790","03201","Property Lost","PROPERTY - LOST","E18",521,NA,2017-06-18 15:29:00,2017,6,"Sunday",15,"Part Three","HYDE PARK AVE",42.25489283,-71.12428154,"(42.25489283, -71.12428154)"
"I172048747","03201","Property Lost","PROPERTY - LOST","D14",816,NA,2017-04-15 07:00:00,2017,4,"Saturday",7,"Part Three","WASHINGTON ST",42.349056,-71.1504985,"(42.34905600, -71.15049850)"
"I172048741","03201","Property Lost","PROPERTY - LOST","A1",102,NA,2017-06-18 06:32:00,2017,6,"Sunday",6,"Part Three","WINTER ST",42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
"I172048721","03201","Property Lost","PROPERTY - LOST","B2",566,NA,2017-06-17 19:00:00,2017,6,"Saturday",19,"Part Three","FRANKLIN PARK RD",42.30238064,-71.0871183,"(42.30238064, -71.08711830)"
"I172048687","03201","Property Lost","PROPERTY - LOST","A1",109,NA,2017-06-18 01:29:00,2017,6,"Sunday",1,"Part Three","HIGH ST",42.35661814,-71.05193863,"(42.35661814, -71.05193863)"
"I172048675","00361","Robbery","ROBBERY - OTHER","D4",626,NA,2017-06-18 00:20:00,2017,6,"Sunday",0,"Part One","PARK DR",42.34211308,-71.10143339,"(42.34211308, -71.10143339)"
"I172048579","03201","Property Lost","PROPERTY - LOST","B3",406,NA,2017-06-17 19:01:00,2017,6,"Saturday",19,"Part Three","SOUTHMERE RD",42.27038654,-71.08451378,"(42.27038654, -71.08451378)"
"I172048564","03208","Property Lost","PROPERTY - MISSING","B3",472,NA,2017-06-17 17:33:00,2017,6,"Saturday",17,"Part Three","ALMONT ST",42.2752767,-71.09554245,"(42.27527670, -71.09554245)"
"I172048530","03201","Property Lost","PROPERTY - LOST","E13",916,NA,2017-06-15 08:45:00,2017,6,"Thursday",8,"Part Three","PARKER ST",42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
"I172048505","00301","Robbery","ROBBERY - STREET","B3",464,NA,2017-06-17 12:50:00,2017,6,"Saturday",12,"Part One","BLUE HILL AVE",42.29012204,-71.08964896,"(42.29012204, -71.08964896)"
"I172048496","03201","Property Lost","PROPERTY - LOST","A7",907,NA,2017-06-16 13:00:00,2017,6,"Friday",13,"Part Three","MAVERICK ST",42.37175675,-71.04261574,"(42.37175675, -71.04261574)"
"I172048480","03208","Property Lost","PROPERTY - MISSING","E5",564,NA,2017-06-14 20:30:00,2017,6,"Wednesday",20,"Part Three","WASHINGTON ST",42.29398908,-71.12009356,"(42.29398908, -71.12009356)"
"I172048477","03201","Property Lost","PROPERTY - LOST","A1",111,NA,2017-06-16 20:00:00,2017,6,"Friday",20,"Part Three","WASHINGTON ST",42.35174282,-71.0627594,"(42.35174282, -71.06275940)"
"I172048394","00301","Robbery","ROBBERY - STREET","A7",824,NA,2017-06-16 23:59:00,2017,6,"Friday",23,"Part One","TRENTON ST",42.37968456,-71.03428645,"(42.37968456, -71.03428645)"
"I172048382","00301","Robbery","ROBBERY - STREET","C11",351,NA,2017-06-17 02:16:00,2017,6,"Saturday",2,"Part One","ADAMS ST",42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
"I172048333","03201","Property Lost","PROPERTY - LOST","A1",167,NA,2017-06-16 22:00:00,2017,6,"Friday",22,"Part Three","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
"I172048313","00301","Robbery","ROBBERY - STREET","D4",134,NA,2017-06-16 19:27:00,2017,6,"Friday",19,"Part One","BOYLSTON ST",42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
"I172048286","03201","Property Lost","PROPERTY - LOST","C6",206,NA,2017-06-16 18:29:00,2017,6,"Friday",18,"Part Three","NORTHERN AVE",42.35235105,-71.04463592,"(42.35235105, -71.04463592)"
"I172048261","03201","Property Lost","PROPERTY - LOST","E5",695,NA,2017-06-16 13:00:00,2017,6,"Friday",13,"Part Three","CENTRE ST",42.28728494,-71.15306857,"(42.28728494, -71.15306857)"
"I172048257","00301","Robbery","ROBBERY - STREET","C6",915,NA,2017-06-16 00:01:00,2017,6,"Friday",0,"Part One","JOSEPH AGRI ST",42.33179689,-71.05191235,"(42.33179689, -71.05191235)"
"I172048178","03201","Property Lost","PROPERTY - LOST","A1",103,NA,2017-05-31 10:00:00,2017,5,"Wednesday",10,"Part Three","PROVINCE ST",42.3569303,-71.06005008,"(42.35693030, -71.06005008)"
"I172048171","03201","Property Lost","PROPERTY - LOST","E5",681,NA,2017-06-15 10:00:00,2017,6,"Thursday",10,"Part Three","DURNELL AVE",42.28347932,-71.13549328,"(42.28347932, -71.13549328)"
"I172048099","03201","Property Lost","PROPERTY - LOST","A1",116,NA,2017-06-15 18:00:00,2017,6,"Thursday",18,"Part Three","BEACH ST",42.35135497,-71.0605179,"(42.35135497, -71.06051790)"
"I172048088","03201","Property Lost","PROPERTY - LOST","D14",793,NA,2017-06-13 15:00:00,2017,6,"Tuesday",15,"Part Three","COMMONWEALTH AVE",42.34813531,-71.13721261,"(42.34813531, -71.13721261)"
"I172048022","00301","Robbery","ROBBERY - STREET","B2",319,NA,2017-06-15 22:47:00,2017,6,"Thursday",22,"Part One","WAYNE ST",42.3072423,-71.08551704,"(42.30724230, -71.08551704)"
"I172048019","03201","Property Lost","PROPERTY - LOST","A1",120,NA,2017-06-15 23:08:00,2017,6,"Thursday",23,"Part Three","PARK PLZ",42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
"I172048005","00381","Robbery","ROBBERY - CAR JACKING","C11",359,NA,2017-06-15 21:42:00,2017,6,"Thursday",21,"Part One","ALPHA RD",42.29581546,-71.06884734,"(42.29581546, -71.06884734)"
"I172047993","00301","Robbery","ROBBERY - STREET","A1",111,NA,2017-06-15 21:08:00,2017,6,"Thursday",21,"Part One","TREMONT ST",42.35428377,-71.06380404,"(42.35428377, -71.06380404)"
"I172047976","00301","Robbery","ROBBERY - STREET","C11",362,NA,2017-06-15 19:23:00,2017,6,"Thursday",19,"Part One","LYNDHURST ST",42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
"I172047914","03201","Property Lost","PROPERTY - LOST","E18",501,NA,2017-06-15 12:45:00,2017,6,"Thursday",12,"Part Three","HYDE PARK AVE",42.28016011,-71.11883467,"(42.28016011, -71.11883467)"
"I172047867","03201","Property Lost","PROPERTY - LOST","E13",644,NA,2017-06-14 19:30:00,2017,6,"Wednesday",19,"Part Three","ELIOT ST",42.31015486,-71.1159853,"(42.31015486, -71.11598530)"
"I172047833","00301","Robbery","ROBBERY - STREET","D4",NA,NA,2017-06-15 13:01:00,2017,6,"Thursday",13,"Part One","HARRISON AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172047804","03201","Property Lost","PROPERTY - LOST","C6",186,NA,2017-06-13 00:01:00,2017,6,"Tuesday",0,"Part Three","MASSACHUSETTS AVE",42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
"I172047787","03208","Property Lost","PROPERTY - MISSING","D4",146,NA,2017-06-05 00:01:00,2017,6,"Monday",0,"Part Three","HUNTINGTON AVE",42.34585625,-71.08099529,"(42.34585625, -71.08099529)"
"I172047663","03201","Property Lost","PROPERTY - LOST","A7",6,NA,2017-06-13 18:00:00,2017,6,"Tuesday",18,"Part Three","SAINT EDWARD RD",42.38563677,-71.00263392,"(42.38563677, -71.00263392)"
"I172047641","00301","Robbery","ROBBERY - STREET","A1",77,NA,2017-06-14 05:15:00,2017,6,"Wednesday",5,"Part One","BOWKER ST",NA,NA,"(0.00000000, 0.00000000)"
"I172047582","00311","Robbery","ROBBERY - COMMERCIAL","C6",193,NA,2017-06-14 17:25:00,2017,6,"Wednesday",17,"Part One","DORCHESTER ST",42.32988785,-71.05638311,"(42.32988785, -71.05638311)"
"I172047499","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-06-11 01:21:00,2017,6,"Sunday",1,"Part Three","CHATHAM ST",42.35969525,-71.05401301,"(42.35969525, -71.05401301)"
"I172047486","03208","Property Lost","PROPERTY - MISSING","C11",397,NA,2017-06-13 14:00:00,2017,6,"Tuesday",14,"Part Three","BRENT ST",42.28981696,-71.06760634,"(42.28981696, -71.06760634)"
"I172047483","00371","Robbery","ROBBERY - HOME INVASION","B3",444,NA,2017-06-14 13:20:00,2017,6,"Wednesday",13,"Part One","BICKNELL ST",42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
"I172047474","03208","Property Lost","PROPERTY - MISSING","B3",417,NA,2017-06-05 19:00:00,2017,6,"Monday",19,"Part Three","MORA ST",42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
"I172047438","03201","Property Lost","PROPERTY - LOST","D4",134,NA,2017-06-14 11:27:00,2017,6,"Wednesday",11,"Part Three","NEWBURY ST",42.35176179,-71.07452168,"(42.35176179, -71.07452168)"
"I172047419","03208","Property Lost","PROPERTY - MISSING","C11",356,NA,2017-06-12 07:00:00,2017,6,"Monday",7,"Part Three","GENEVA AVE",42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
"I172047391","03201","Property Lost","PROPERTY - LOST","E5",557,NA,2017-06-10 16:00:00,2017,6,"Saturday",16,"Part Three","AUGUSTUS AVE",42.28132991,-71.12863806,"(42.28132991, -71.12863806)"
"I172047348","00301","Robbery","ROBBERY - STREET","C6",187,NA,2017-06-14 01:47:00,2017,6,"Wednesday",1,"Part One","BOSTON ST",42.3242096,-71.05979762,"(42.32420960, -71.05979762)"
"I172047340","03208","Property Lost","PROPERTY - MISSING","C11",370,NA,2017-06-14 01:01:00,2017,6,"Wednesday",1,"Part Three","WILLIAM T MORRISSEY BLVD",42.29681643,-71.04853785,"(42.29681643, -71.04853785)"
"I172047255","00301","Robbery","ROBBERY - STREET","B2",309,NA,2017-06-13 18:57:00,2017,6,"Tuesday",18,"Part One","MARTIN LUTHER KING JR BLV",42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
"I172047234","03201","Property Lost","PROPERTY - LOST","C6",211,NA,2017-06-13 19:11:00,2017,6,"Tuesday",19,"Part Three","W BROADWAY",42.33813021,-71.04978381,"(42.33813021, -71.04978381)"
"I172047172","03201","Property Lost","PROPERTY - LOST","E5",562,NA,2017-06-13 16:00:00,2017,6,"Tuesday",16,"Part Three","WASHINGTON ST",42.28688203,-71.1276629,"(42.28688203, -71.12766290)"
"I172047159","03201","Property Lost","PROPERTY - LOST","D14",796,NA,2017-06-05 09:00:00,2017,6,"Monday",9,"Part Three","COMMONWEALTH AVE",42.35043273,-71.1271048,"(42.35043273, -71.12710480)"
"I172047152","03201","Property Lost","PROPERTY - LOST","A1",101,NA,2017-06-13 14:00:00,2017,6,"Tuesday",14,"Part Three","INDIA ST",42.35816244,-71.05254604,"(42.35816244, -71.05254604)"
"I172047151","03201","Property Lost","PROPERTY - LOST","D4",627,NA,2017-06-13 11:15:00,2017,6,"Tuesday",11,"Part Three","BOYLSTON ST",42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
"I172047142","03201","Property Lost","PROPERTY - LOST","B3",74,NA,2017-06-13 13:00:00,2017,6,"Tuesday",13,"Part Three","NEW CHARDON ST",42.3626075,-71.06132725,"(42.36260750, -71.06132725)"
"I172047094","03201","Property Lost","PROPERTY - LOST","B2",329,NA,2017-06-13 13:26:00,2017,6,"Tuesday",13,"Part Three","BLUE HILL AVE",42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
"I172047066","03201","Property Lost","PROPERTY - LOST","D4",143,NA,2017-06-11 01:00:00,2017,6,"Sunday",1,"Part Three","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
"I172047045","03201","Property Lost","PROPERTY - LOST","E18",818,NA,2017-06-12 16:00:00,2017,6,"Monday",16,"Part Three","CANTERBURY ST",42.2831924,-71.11154656,"(42.28319240, -71.11154656)"
"I172047027","03201","Property Lost","PROPERTY - LOST","D4",597,NA,2017-05-26 20:00:00,2017,5,"Friday",20,"Part Three","MASSACHUSETTS AVE",42.33992934,-71.08105852,"(42.33992934, -71.08105852)"
"I172047018","03201","Property Lost","PROPERTY - LOST","B3",427,NA,2017-06-12 13:00:00,2017,6,"Monday",13,"Part Three","BABSON ST",42.27595146,-71.09248845,"(42.27595146, -71.09248845)"
"I172046980","00301","Robbery","ROBBERY - STREET","D4",NA,NA,2017-06-13 06:00:00,2017,6,"Tuesday",6,"Part One","ALBANY ST",NA,NA,"(0.00000000, 0.00000000)"
"I172046912","00301","Robbery","ROBBERY - STREET","E18",519,NA,2017-06-12 20:30:00,2017,6,"Monday",20,"Part One","PIERCE ST",42.25556696,-71.11902026,"(42.25556696, -71.11902026)"
"I172046869","03208","Property Lost","PROPERTY - MISSING","B2",319,NA,2017-06-11 12:00:00,2017,6,"Sunday",12,"Part Three","SCHUYLER ST",42.30911422,-71.08667126,"(42.30911422, -71.08667126)"
"I172046863","03201","Property Lost","PROPERTY - LOST","E18",496,NA,2017-06-12 18:39:00,2017,6,"Monday",18,"Part Three","LONGWOOD AVE",42.33744152,-71.10428096,"(42.33744152, -71.10428096)"
"I172046858","03201","Property Lost","PROPERTY - LOST","D4",138,NA,2017-06-10 14:00:00,2017,6,"Saturday",14,"Part Three","BOYLSTON ST",42.34932471,-71.08014801,"(42.34932471, -71.08014801)"
"I172046813","03201","Property Lost","PROPERTY - LOST","E18",493,NA,2017-06-12 11:30:00,2017,6,"Monday",11,"Part Three","RIVER ST",42.26194848,-71.10971613,"(42.26194848, -71.10971613)"
"I172046808","03201","Property Lost","PROPERTY - LOST","B2",306,NA,2017-01-01 16:07:00,2017,1,"Sunday",16,"Part Three","CODMAN PARK",42.31904705,-71.09399992,"(42.31904705, -71.09399992)"
"I172046795","03201","Property Lost","PROPERTY - LOST","B2",612,NA,2017-06-09 10:00:00,2017,6,"Friday",10,"Part Three","BINNEY ST",42.33715856,-71.10729001,"(42.33715856, -71.10729001)"
"I172046792","03201","Property Lost","PROPERTY - LOST","B2",280,NA,2017-06-11 13:00:00,2017,6,"Sunday",13,"Part Three","WASHINGTON ST",42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
"I172046762","03201","Property Lost","PROPERTY - LOST","A1",786,NA,2017-02-17 13:00:00,2017,2,"Friday",13,"Part Three","WASHINGTON ST",42.34308127,-71.14172267,"(42.34308127, -71.14172267)"
"I172046755","00361","Robbery","ROBBERY - OTHER","D4",903,NA,2017-06-12 12:30:00,2017,6,"Monday",12,"Part One","LATTIMORE CT",42.33676619,-71.08205122,"(42.33676619, -71.08205122)"
"I172046749","03201","Property Lost","PROPERTY - LOST","A1",121,NA,2017-06-11 23:45:00,2017,6,"Sunday",23,"Part Three","TREMONT ST",42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
"I172046746","03201","Property Lost","PROPERTY - LOST","B3",NA,NA,2017-06-12 13:10:00,2017,6,"Monday",13,"Part Three","BLUE HILL AVE",NA,NA,"(0.00000000, 0.00000000)"
"I172046739","03201","Property Lost","PROPERTY - LOST","A15",41,NA,2017-06-11 10:00:00,2017,6,"Sunday",10,"Part Three","VINE ST",42.37663167,-71.05593196,"(42.37663167, -71.05593196)"
"I172046728","03201","Property Lost","PROPERTY - LOST","A7",26,NA,2017-06-11 13:00:00,2017,6,"Sunday",13,"Part Three","BORDER ST",42.38229155,-71.04036424,"(42.38229155, -71.04036424)"
"I172046725","03208","Property Lost","PROPERTY - MISSING","C11",375,NA,2017-06-12 11:58:00,2017,6,"Monday",11,"Part Three","NEPONSET AVE",42.28678712,-71.0449173,"(42.28678712, -71.04491730)"
"I172046712","03201","Property Lost","PROPERTY - LOST","D4",149,NA,2017-06-11 11:25:00,2017,6,"Sunday",11,"Part Three","DARTMOUTH ST",42.34767067,-71.07620742,"(42.34767067, -71.07620742)"
"I172046696","03201","Property Lost","PROPERTY - LOST","B2",293,NA,2017-06-12 09:57:00,2017,6,"Monday",9,"Part Three","JUNIPER ST",42.32587293,-71.0888816,"(42.32587293, -71.08888160)"
"I172046695","03201","Property Lost","PROPERTY - LOST","B2",268,NA,2017-06-12 11:06:00,2017,6,"Monday",11,"Part Three","EUSTIS ST",42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
"I172046669","00361","Robbery","ROBBERY - OTHER","A1",103,NA,2017-06-11 23:30:00,2017,6,"Sunday",23,"Part One","TREMONT ST",42.3572734,-71.0611658,"(42.35727340, -71.06116580)"
"I172046634","00301","Robbery","ROBBERY - STREET","D4",133,NA,2017-06-12 04:15:00,2017,6,"Monday",4,"Part One","DARTMOUTH ST",42.35089055,-71.0777336,"(42.35089055, -71.07773360)"
"I172046575","00361","Robbery","ROBBERY - OTHER","B2",911,NA,2017-06-11 21:44:00,2017,6,"Sunday",21,"Part One","ANNUNCIATION RD",42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
"I172046559","03201","Property Lost","PROPERTY - LOST","A1",88,NA,2017-06-11 20:00:00,2017,6,"Sunday",20,"Part Three","HANOVER ST",42.36416781,-71.05407041,"(42.36416781, -71.05407041)"
"I172046527","03201","Property Lost","PROPERTY - LOST","D4",156,NA,2017-06-11 02:00:00,2017,6,"Sunday",2,"Part Three","W CONCORD ST",42.33961962,-71.07699237,"(42.33961962, -71.07699237)"
"I172046491","03201","Property Lost","PROPERTY - LOST","B2",257,NA,2017-06-11 18:16:00,2017,6,"Sunday",18,"Part Three","COLUMBIA RD",42.31635508,-71.06593853,"(42.31635508, -71.06593853)"
"I172046455","03201","Property Lost","PROPERTY - LOST","A1",NA,NA,2017-06-11 15:23:00,2017,6,"Sunday",15,"Part Three","CROSS ST",NA,NA,"(0.00000000, 0.00000000)"
"I172046450","03201","Property Lost","PROPERTY - LOST","D4",619,NA,2017-06-08 15:00:00,2017,6,"Thursday",15,"Part Three","WESTLAND AVE",42.34376458,-71.08866865,"(42.34376458, -71.08866865)"
"I172046446","00371","Robbery","ROBBERY - HOME INVASION","C6",219,NA,2017-06-11 14:18:00,2017,6,"Sunday",14,"Part One","E EIGHTH ST",42.33129745,-71.04864886,"(42.33129745, -71.04864886)"
"I172046427","03201","Property Lost","PROPERTY - LOST","B3",437,NA,2017-06-11 13:39:00,2017,6,"Sunday",13,"Part Three","FERNDALE ST",42.28886535,-71.07738439,"(42.28886535, -71.07738439)"
"I172046425","03201","Property Lost","PROPERTY - LOST","B3",465,NA,2017-06-11 13:21:00,2017,6,"Sunday",13,"Part Three","BLUE HILL AVE",42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
"I172046377","03201","Property Lost","PROPERTY - LOST","E18",540,NA,2017-06-11 09:19:00,2017,6,"Sunday",9,"Part Three","SUNNYSIDE ST",42.25235422,-71.13180679,"(42.25235422, -71.13180679)"
"I172046343","00301","Robbery","ROBBERY - STREET","A1",107,NA,2017-06-11 04:25:00,2017,6,"Sunday",4,"Part One","DEVONSHIRE ST",42.35544757,-71.05731727,"(42.35544757, -71.05731727)"
"I172046342","03208","Property Lost","PROPERTY - MISSING","B3",441,NA,2017-06-10 22:10:00,2017,6,"Saturday",22,"Part Three","TALBOT AVE",42.29389648,-71.08451577,"(42.29389648, -71.08451577)"
"I172046302","03201","Property Lost","PROPERTY - LOST","E18",520,NA,2017-06-10 00:23:00,2017,6,"Saturday",0,"Part Three","HYDE PARK AVE",42.25621592,-71.12401947,"(42.25621592, -71.12401947)"
"I172046241","03201","Property Lost","PROPERTY - LOST","A1",94,NA,2017-05-20 01:00:00,2017,5,"Saturday",1,"Part Three","COMMERCIAL ST",42.35952721,-71.05358839,"(42.35952721, -71.05358839)"
"I172046178","03201","Property Lost","PROPERTY - LOST","C6",958,NA,2017-06-10 14:30:00,2017,6,"Saturday",14,"Part Three","BELLFLOWER ST",42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
"I172046146","00301","Robbery","ROBBERY - STREET","A1",111,NA,2017-06-10 14:13:00,2017,6,"Saturday",14,"Part One","WASHINGTON ST",42.3543403,-71.06171274,"(42.35434030, -71.06171274)"
"I172046143","03201","Property Lost","PROPERTY - LOST","A1",167,NA,2017-06-10 14:59:00,2017,6,"Saturday",14,"Part Three","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
"I172046122","03201","Property Lost","PROPERTY - LOST","E5",713,NA,2017-06-10 13:53:00,2017,6,"Saturday",13,"Part Three","ALLSTATE RD",42.32696647,-71.06198607,"(42.32696647, -71.06198607)"
"I172046103","03201","Property Lost","PROPERTY - LOST","A1",92,NA,2017-06-10 12:25:00,2017,6,"Saturday",12,"Part Three","CITY HALL PLZ",42.35972137,-71.0585236,"(42.35972137, -71.05852360)"
"I172046102","03201","Property Lost","PROPERTY - LOST","D14",NA,NA,2017-06-10 12:34:59,2017,6,"Saturday",12,"Part Three","CAMBRIDGE ST",NA,NA,"(0.00000000, 0.00000000)"
"I172046088","03201","Property Lost","PROPERTY - LOST","A1",167,NA,2017-06-10 12:08:00,2017,6,"Saturday",12,"Part Three","HARRISON AVE",42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
"I172046050","03201","Property Lost","PROPERTY - LOST","A1",109,NA,2017-06-09 23:30:00,2017,6,"Friday",23,"Part Three","HIGH ST",42.35649296,-71.05259107,"(42.35649296, -71.05259107)"
"I172045988","03201","Property Lost","PROPERTY - LOST","E13",572,NA,2017-06-09 23:43:00,2017,6,"Friday",23,"Part Three","COLUMBUS AVE",42.31362799,-71.09560307,"(42.31362799, -71.09560307)"
"I172045981","00311","Robbery","ROBBERY - COMMERCIAL","C11",352,NA,2017-06-09 23:17:00,2017,6,"Friday",23,"Part One","ADAMS ST",42.30203902,-71.06009072,"(42.30203902, -71.06009072)"
"I172045974","00301","Robbery","ROBBERY - STREET","A7",27,NA,2017-06-09 22:35:00,2017,6,"Friday",22,"Part One","NEW ST",42.37072554,-71.04396244,"(42.37072554, -71.04396244)"
"I172045952","03201","Property Lost","PROPERTY - LOST","A1",107,NA,2017-06-09 11:00:00,2017,6,"Friday",11,"Part Three","DEVONSHIRE ST",42.35544757,-71.05731727,"(42.35544757, -71.05731727)"
"I172045944","03208","Property Lost","PROPERTY - MISSING","C11",387,NA,2017-06-09 19:19:00,2017,6,"Friday",19,"Part Three","ADAMS ST",42.27282017,-71.06525771,"(42.27282017, -71.06525771)"
"I172045925","03201","Property Lost","PROPERTY - LOST","A1",111,NA,2017-05-30 00:00:00,2017,5,"Tuesday",0,"Part Three","WINTER ST",42.35554806,-71.0607314,"(42.35554806, -71.06073140)"
"I172045921","03201","Property Lost","PROPERTY - LOST","D14",789,NA,2017-06-09 18:46:00,2017,6,"Friday",18,"Part Three","STRATHMORE RD",42.33878962,-71.1497772,"(42.33878962, -71.14977720)"
"I172045879","00311","Robbery","ROBBERY - COMMERCIAL","C6",216,NA,2017-06-09 15:50:00,2017,6,"Friday",15,"Part One","DORCHESTER ST",42.33227604,-71.05205464,"(42.33227604, -71.05205464)"
"I172045828","03201","Property Lost","PROPERTY - LOST","B2",261,NA,2017-06-07 15:00:00,2017,6,"Wednesday",15,"Part Three","BROOK AVE",42.32014754,-71.07368297,"(42.32014754, -71.07368297)"
"I172045826","03201","Property Lost","PROPERTY - LOST","E5",673,NA,2017-06-09 13:00:00,2017,6,"Friday",13,"Part Three","CENTRE ST",42.29358717,-71.13699504,"(42.29358717, -71.13699504)"
"I172045806","00351","Robbery","ROBBERY - BANK","E18",540,NA,2017-06-09 11:05:00,2017,6,"Friday",11,"Part One","FRANCIS ST",42.33457489,-71.10551207,"(42.33457489, -71.10551207)"
"I172045801","03201","Property Lost","PROPERTY - LOST","B2",326,NA,2017-06-07 00:00:00,2017,6,"Wednesday",0,"Part Three","BLUE HILL AVE",42.31162834,-71.08094294,"(42.31162834, -71.08094294)"
"I172045773","03201","Property Lost","PROPERTY - LOST","D4",129,NA,2017-06-09 11:13:00,2017,6,"Friday",11,"Part Three","SAINT JAMES AVE",42.35074192,-71.07146111,"(42.35074192, -71.07146111)"
"I172045763","03201","Property Lost","PROPERTY - LOST","B3",465,NA,2017-06-09 10:47:00,2017,6,"Friday",10,"Part Three","BLUE HILL AVE",42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
"I172045755","03201","Property Lost","PROPERTY - LOST","D4",130,NA,2017-06-09 10:20:00,2017,6,"Friday",10,"Part Three","HUNTINGTON AVE",42.34857652,-71.07772012,"(42.34857652, -71.07772012)"
"I172045744","03201","Property Lost","PROPERTY - LOST","A1",100,NA,2017-06-06 19:00:00,2017,6,"Tuesday",19,"Part Three","BROAD ST",42.35755601,-71.05299156,"(42.35755601, -71.05299156)"
"I172045738","03201","Property Lost","PROPERTY - LOST","D4",179,NA,2017-06-09 08:53:00,2017,6,"Friday",8,"Part Three","MASSACHUSETTS AVE",42.33311189,-71.0727637,"(42.33311189, -71.07276370)"
"I172045734","03201","Property Lost","PROPERTY - LOST","B2",280,NA,2017-06-08 19:00:00,2017,6,"Thursday",19,"Part Three","WASHINGTON ST",42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
